city,state,country,source,wmonum,latitude,longitude,timezone,elevation,link
AUGUSTA,GA,USA,TMY2-03820,722180,33.37,-81.97,-5,45,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_GA_Augusta.722180_TMY2.zip
PODGORICA,-,SRB,IWEC Data,134620,42.37,19.25,1,33,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/SRB_Podgorica.134620_IWEC.zip
MASSENA,NY,USA,TMY2-94725,726223,44.93,-74.85,-5,63,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NY_Massena.726223_TMY2.zip
Lewiston Nez Perce Cnty Ap,ID,USA,TMY3,727830,46.37,-117.02,-8,438,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.zip
Pratica di Mare,-,ITA,IGDG,162450,41.65,12.6,1,21,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Pratica.di.Mare.162450_IGDG.zip
LUFKIN,TX,USA,TMY2-93987,722446,31.23,-94.75,-6,96,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Lufkin.722446_TMY2.zip
Oklahoma City Wiley,OK,USA,TMY3,723544,35.53,-97.65,-6,396,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OK_Oklahoma.City-Wiley.Post.Field.723544_TMY3.zip
Fort Hood,TX,USA,TMY3,722570,31.13,-97.72,-6,280,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Fort.Hood.722570_TMY3.zip
Ft Lnrd Wd Aaf,MO,USA,TMY3,724457,37.75,-92.15,-6,351,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Fort.Leonard.Wood-Forney.AAF.724457_TMY3.zip
Paganella,-,ITA,IGDG,160220,46.15,11.03,1,2129,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Paganella.160220_IGDG.zip
RANGPUR,-,BGD,SWERA,418590,25.73,89.23,6,34,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/BGD_Rangpur.418590_SWERA.zip
Washington Dc Dulles IntL Ar,VA,USA,TMY3,724030,38.98,-77.47,-5,82,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.zip
CURITIBA/AFONSO_PEN,-,BRA,SWERA,838400,-25.52,-49.17,-3,908,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/BRA_Curitiba-Afonso.Pen.838400_SWERA.zip
Safford  Amos,AZ,USA,TMY3,722747,32.82,-109.68,-7,950,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AZ_Safford.AWOS.722747_TMY3.zip
BRAGANCA,-,PRT,IWEC Data,85750,41.8,-6.73,0,692,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/PRT_Braganca.085750_IWEC.zip
MOYALE_LOWER_(ODA),-,KEN,SWERA,636190,3.53,39.05,3,1097,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/KEN_Moyale.636190_SWERA.zip
ANDRAVIDA,-,GRC,IWEC Data,166820,37.92,21.28,2,12,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/GRC_Andravida.166820_IWEC.zip
BRASILIA,-,BRA,IWEC Data,833780,-15.87,-47.93,-3,1061,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/BRA_Brasilia.833780_IWEC.zip
Palermo-Boccadifalco,-,ITA,IGDG,164000,38.1,13.3,1,117,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Palermo-Boccadifalco.164000_IGDG.zip
Marshall Ryan Awos,MN,USA,TMY3,726559,44.45,-95.82,-6,359,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Marshall.Muni-Ryan.Field.AWOS.726559_TMY3.zip
BIRMINGHAM,-,GBR,IWEC Data,35340,52.45,-1.73,0,99,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/GBR_Birmingham.035340_IWEC.zip
Cairo Intl Airport,Al Qahirah,EGY,ETMY,623660,30.13,31.4,2,74,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/EGY_Cairo.Intl.Airport.623660_ETMY.zip
Hangzhou,Zhejiang,CHN,CSWD,584570,30.23,120.17,8,41.7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Zhejiang.Hangzhou.584570_CSWD.zip
Greeley Weld  Awos,CO,USA,TMY3,724768,40.43,-104.63,-7,1420,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Greeley-Weld.County.AWOS.724768_TMY3.zip
Mankato Awos,MN,USA,TMY3,726585,44.22,-93.92,-6,311,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Mankato.AWOS.726585_TMY3.zip
Rifle Garfield Rgnl,CO,USA,TMY3,725717,39.53,-107.72,-7,1691,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3.zip
Northern Aroostook,ME,USA,TMY3,726083,47.28,-68.32,-5,309,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ME_Edmundston-Northern.Aroostook.Rgnl.AP.726083_TMY3.zip
Ocala Muni  Awos,FL,USA,TMY3,722055,29.17,-82.22,-5,27,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Ocala.Muni.AWOS.722055_TMY3.zip
Austin,TX,USA,TMY--13958,722540,30.3,-97.7,-6,189,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Austin-Mueller.Muni.AP.722540_TMY.zip
Altay,Xinjiang Uygur,CHN,CSWD,510760,47.73,88.08,8,735.3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Xinjiang.Uygur.Altay.510760_CSWD.zip
Trivandrum,Kerala,IND,ISHRAE,433710,8.48,76.95,5.5,64,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Trivandram.433710_ISHRAE.zip
Santa Rosa  Awos,CA,USA,TMY3,724957,38.52,-122.82,-8,38,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Santa.Rosa.AWOS.724957_TMY3.zip
BARCELONA,-,ESP,IWEC Data,81810,41.28,2.07,1,6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Barcelona.081810_IWEC.zip
FRANKFURT AM MAIN,-,DEU,IWEC Data,106370,50.05,8.6,1,113,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/DEU_Frankfurt.am.Main.106370_IWEC.zip
PAGRI,-,CHN,SWERA,557730,27.73,89.08,8,4301,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Tibet.Pagri.557730_SWERA.zip
Brindisi,-,ITA,IGDG,163200,40.65,17.95,1,10,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Brindisi.163200_IGDG.zip
Barnstable Muni Boa,MA,USA,TMY3,725067,41.67,-70.28,-5,17,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MA_Barnstable-Boardman.Poland.AP.725067_TMY3.zip
Prescott,AZ,USA,TMY--23184,723723,34.65,-112.42,-7,1537,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AZ_Prescott-Love.Field.723723_TMY.zip
North Bend Muni Airport,OR,USA,TMY3,726917,43.42,-124.25,-8,2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_North.Bend.Muni.AP.726917_TMY3.zip
Olathe Johnson Co Industrial,KS,USA,TMY3,724475,38.83,-94.88,-6,331,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_KS_Olathe-Johnson.County.Industrial.AP.724475_TMY3.zip
ABILENE,TX,USA,TMY2-13962,722660,32.43,-99.68,-6,534,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Abilene.722660_TMY2.zip
CHENNAI,-,IND,IWEC Data,432790,13,80.18,5.5,16,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Chennai.432790_IWEC.zip
THESSALONIKI,-,GRC,IWEC Data,166220,40.52,22.97,2,4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/GRC_Thessaloniki.166220_IWEC.zip
Capo Bellavista,-,ITA,IGDG,165500,39.93,9.72,1,156,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Capo.Bellavista.165500_IGDG.zip
Houston D W  Hooks,TX,USA,TMY3,722429,30.07,-95.55,-6,46,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Houston-D.W.Hooks.AP.722429_TMY3.zip
Huntingburg,IN,USA,TMY3,724365,38.25,-86.95,-5,161,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IN_Huntingburg.Muni.AP.724365_TMY3.zip
Fort Drum Wheeler S,NY,USA,TMY3,743700,44.05,-75.72,-5,211,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NY_Fort.Drum-Wheeler.Sack.AAF.743700_TMY3.zip
Great Bend  Awos,KS,USA,TMY3,724517,38.35,-98.87,-6,575,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_KS_Great.Bend.AWOS.724517_TMY3.zip
Garden City Municipal Ap,KS,USA,TMY3,724515,37.93,-100.72,-6,878,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_KS_Garden.City.Muni.AP.724515_TMY3.zip
Ewa/Barbers Point NAS,HI,USA,TMY--22514,911780,21.32,-158.07,-10,15,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_HI_Barbers.Point.NAS.911780_TMY.zip
Block Island State Arpt,RI,USA,TMY3,725058,41.17,-71.58,-5,34,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_RI_Block.Island.State.AP.725058_TMY3.zip
MERU,-,KEN,SWERA,636950,0.08,37.65,3,1554,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/KEN_Meru.636950_SWERA.zip
TAMPERE,-,FIN,IWEC Data,29440,61.42,23.58,2,112,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/FIN_Tampere.029440_IWEC.zip
GRAZ,-,AUT,IWEC Data,112400,47,15.43,1,347,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/AUT_Graz.112400_IWEC.zip
Cape Girardeau Municipal Ap,MO,USA,TMY3,723489,37.23,-89.57,-6,103,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3.zip
Little Falls  Awos,MN,USA,TMY3,726578,45.95,-94.35,-6,342,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Little.Falls.AWOS.726578_TMY3.zip
Caribou Municipal Arpt,ME,USA,TMY3,727120,46.87,-68.03,-5,190,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ME_Caribou.Muni.AP.727120_TMY3.zip
Childress Municipal Ap,TX,USA,TMY3,723604,34.43,-100.28,-6,595,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Childress.Muni.AP.723604_TMY3.zip
CHITA,-,RUS,IWEC Data,307580,52.02,113.33,9,685,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/RUS_Chita.307580_IWEC.zip
Burbank Glendale Passadena Ap,CA,USA,TMY3,722880,34.2,-118.35,-8,226,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Burbank-Glendale-Passadena.Bob.Hope.AP.722880_TMY3.zip
Yibin,Sichuan,CHN,CSWD,564920,28.8,104.6,8,340.8,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Sichuan.Yibin.564920_CSWD.zip
Kuandian,Liaoning,CHN,CSWD,544930,40.72,124.78,8,260.1,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Liaoning.Kuandian.544930_CSWD.zip
GLASGOW,MT,USA,TMY2-94008,727680,48.22,-106.62,-7,700,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Glasgow.727680_TMY2.zip
Minqin,Gansu,CHN,CSWD,526810,38.63,103.08,8,1367.5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Gansu.Minqin.526810_CSWD.zip
Guiping,Guangxi Zhuang,CHN,CSWD,592540,23.4,110.08,8,42.5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guangxi.Zhuang.Guiping.592540_CSWD.zip
Aurora Buckley Field Angb,CO,USA,TMY3,724695,39.72,-104.75,-7,1726,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3.zip
Lovelock Derby Field,NV,USA,TMY3,725805,40.07,-118.55,-8,1189,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NV_Lovelock-Derby.Field.725805_TMY3.zip
SANTOS_DUMONT/RIO,-,BRA,SWERA,837550,-22.9,-43.17,-3,3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/BRA_Rio.de.Janeiro-Santos.Dumont.837550_SWERA.zip
Pierre,SD,USA,TMY--24025,726686,44.38,-100.28,-6,531,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Pierre.Muni.AP.726686_TMY.zip
Xingcheng,Liaoning,CHN,CSWD,544550,40.58,120.7,8,10.5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Liaoning.Xingcheng.544550_CSWD.zip
Wanyuan,Sichuan,CHN,CSWD,572370,32.07,108.03,8,674,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Sichuan.Wanyuan.572370_CSWD.zip
LONDON/GATWICK,-,GBR,IWEC Data,37760,51.15,-0.18,0,62,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/GBR_London.Gatwick.037760_IWEC.zip
Anchorage Elmendorf,AK,USA,TMY3,702720,61.25,-149.8,-9,59,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Anchorage-Elmendorf.AFB.702720_TMY3.zip
IZMIR,-,TUR,IWEC Data,172180,38.5,27.02,2,5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/TUR_Izmir.172180_IWEC.zip
LA_CROSSE,WI,USA,TMY2-14920,726430,43.87,-91.25,-6,205,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WI_La.Crosse.726430_TMY2.zip
Fargo,ND,USA,TMY--14914,727530,46.9,-96.8,-6,274,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ND_Fargo-Hector.Intl.AP.727530_TMY.zip
WILLIAMSPORT,PA,USA,TMY2-14778,725140,41.27,-77.05,-5,243,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Williamsport.725140_TMY2.zip
TORINO,-,ITA,IWEC Data,160590,45.22,7.65,1,287,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Torino.160590_IWEC.zip
MALE_INTL/HULULE_IS,-,MDV,SWERA,435550,4.2,73.53,5,2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/MDV_Male-Hulule.Island.435550_SWERA.zip
MEDFORD,OR,USA,TMY2-24225,725970,42.37,-122.87,-8,396,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_Medford.725970_TMY2.zip
Clovis Cannon Afb,NM,USA,TMY3,722686,34.38,-103.32,-7,1309,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NM_Clovis-Cannon.AFB.722686_TMY3.zip
TULSA,OK,USA,TMY2-13968,723560,36.2,-95.9,-6,206,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OK_Tulsa.723560_TMY2.zip
Newark,NJ,USA,TMY--14734,725020,40.7,-74.17,-5,9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NJ_Newark.Intl.AP.725020_TMY.zip
Barbers Point Nas,HI,USA,TMY3,911780,21.32,-158.07,-10,15,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_HI_Barbers.Point.NAS.911780_TMY3.zip
Zhuzhou,Hunan,CHN,CSWD,577800,27.87,113.17,8,74.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Hunan.Zhuzhou.577800_CSWD.zip
Kashi,Xinjiang Uygur,CHN,CSWD,517090,39.47,75.98,8,1289.4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Xinjiang.Uygur.Kashi.517090_CSWD.zip
Harlingen Rio Grande Valley I,TX,USA,TMY3,722505,26.23,-97.65,-6,10,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3.zip
Lawton Municipal,OK,USA,TMY3,723575,34.57,-98.42,-6,338,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OK_Lawton.Muni.AP.723575_TMY3.zip
Albuquerque Intl Arpt  Isis,NM,USA,TMY3,723650,35.04,-106.62,-7,1619,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NM_Albuquerque.Intl.AP.723650_TMY3.zip
Jamestown  Awos,NY,USA,TMY3,725235,42.15,-79.27,-5,525,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NY_Jamestown.AWOS.725235_TMY3.zip
Sanford Muni  Awos,ME,USA,TMY3,726064,43.4,-70.72,-5,74,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ME_Sanford.Muni.AWOS.726064_TMY3.zip
Masterton,Wairarapa,New Zealand,TMY2 NIWA 2612 D15064,934710,-41.02,175.62,12,91,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/NZL_Wairarapa-Masterton.WI.934710_NIWA.zip
Palma,-,ESP,SWEC,83060,39.55,2.73,1,8,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Palma.083060_SWEC.zip
Snohomish Co,WA,USA,TMY3,727937,47.9,-122.28,-8,189,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Snohomish.County.AP.727937_TMY3.zip
Grand Canyon Natl P,AZ,USA,TMY3,723783,35.95,-112.15,-7,2065,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AZ_Grand.Canyon.National.Park.AP.723783_TMY3.zip
Hayes River,AK,USA,TMY3,702495,61.98,-152.08,-9,305,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Hayes.River.702495_TMY3.zip
GEORGE TOWN,-,MYS,IWEC Data,486010,5.3,100.27,8,4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/MYS_George.Town.486010_IWEC.zip
Lexington,KY,USA,TMY--93820,724220,38.03,-84.6,-5,301,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_KY_Lexington-Bluegrass.AP.724220_TMY.zip
KISR Coastal Weather Station,-,KWT,KISR,405850,29.03,47.98,3,6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/KWT_KISR.Coastal.Station.405850_KISR.zip
Bijie,Guizhou,CHN,CSWD,577070,27.3,105.28,8,1510.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guizhou.Bijie.577070_CSWD.zip
Mount Vernon  Awos,IL,USA,TMY3,724335,38.32,-88.87,-6,146,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IL_Mount.Vernon.AWOS.724335_TMY3.zip
San Diego Miramar Nas,CA,USA,TMY3,722930,32.87,-117.13,-8,140,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_San.Diego-Miramar.NAS.722930_TMY3.zip
San Jose Intl Ap,CA,USA,TMY3,724945,37.37,-121.93,-8,16,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_San.Jose.Intl.AP.724945_TMY3.zip
Daggett Barstow Daggett Ap,CA,USA,TMY3,723815,34.85,-116.8,-8,586,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Barstow.Daggett.AP.723815_TMY3.zip
Houston William P Hobby Ap,TX,USA,TMY3,722435,29.65,-95.28,-6,13,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.zip
Whittier,AK,USA,TMY3,702757,60.77,-148.68,-9,9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Whittier.702757_TMY3.zip
Pipestone  Awos,MN,USA,TMY3,726566,43.98,-96.32,-6,529,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Pipestone.AWOS.726566_TMY3.zip
CAMPO_GRANDE_INTL,-,BRA,SWERA,836120,-20.47,-54.67,-4,556,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/BRA_Campo.Grande.836120_SWERA.zip
Punta de Maisi,-,CUB,SWERA,783690,20.25,-74.15,-5,10,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/CUB_Punta.de.Maisi.783690_SWERA.zip
Duluth,MN,USA,TMY--14913,727450,46.83,-92.18,-6,432,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Duluth.Intl.AP.727450_TMY.zip
Shimen,Hunan,CHN,CSWD,575620,29.58,111.37,8,116.9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Hunan.Shimen.575620_CSWD.zip
Zunyi,Guizhou,CHN,CSWD,577130,27.7,106.88,8,843.9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guizhou.Zunyi.577130_CSWD.zip
